GSSID,AGE,EDUC,SEX,RACE,PARTYID,RELIG,NUMGIVEN,EQCLOSE,RCLOSE1,RCLOSE2,RCLOSE3,RCLOSE4,RCLOSE5,CLOSE12,CLOSE13,CLOSE14,CLOSE15,CLOSE23,CLOSE24,CLOSE25,CLOSE34,CLOSE35,CLOSE45,SEX1,SEX2,SEX3,SEX4,SEX5,RACE1,RACE2,RACE3,RACE4,RACE5,SPOUSE1,SPOUSE2,SPOUSE3,SPOUSE4,SPOUSE5,PARENT1,PARENT2,PARENT3,PARENT4,PARENT5,SIBLING1,SIBLING2,SIBLING3,SIBLING4,SIBLING5,CHILD1,CHILD2,CHILD3,CHILD4,CHILD5,OTHFAM1,OTHFAM2,OTHFAM3,OTHFAM4,OTHFAM5,COWORK1,COWORK2,COWORK3,COWORK4,COWORK5,MEMGRP1,MEMGRP2,MEMGRP3,MEMGRP4,MEMGRP5,NEIGHBR1,NEIGHBR2,NEIGHBR3,NEIGHBR4,NEIGHBR5,FRIEND1,FRIEND2,FRIEND3,FRIEND4,FRIEND5,ADVISOR1,ADVISOR2,ADVISOR3,ADVISOR4,ADVISOR5,OTHER1,OTHER2,OTHER3,OTHER4,OTHER5,TALKTO1,TALKTO2,TALKTO3,TALKTO4,TALKTO5,KNOWN1,KNOWN2,KNOWN3,KNOWN4,KNOWN5,EDUC1,EDUC2,EDUC3,EDUC4,EDUC5,AGE1,AGE2,AGE3,AGE4,AGE5,RELIG1,RELIG2,RELIG3,RELIG4,RELIG5,PARTYID1,PARTYID2,PARTYID3,TALKPOL1,TALKPOL2,TALKPOL3,TALKPOL,FRNDKNOW
542,47,16,2,1,4,5,3,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,2,2,1,0,0,4,4,4,0,0,2,2,2,0,0,1,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,1,1,0,0,2,2,2,0,0,2,2,2,0,0,1,1,2,0,0,0,0,0,0,0,3,6,6,-1,-1,65,49,45,-1,-1,1,5,5,0,0,0,0,0,0,0,0,0,0
544,31,12,2,1,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,2,2,0,0,0,1,1,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,6,6,-1,-1,-1,45,40,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0
545,34,16,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,-1,-1,-1,-1,35,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
546,25,17,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,-1,-1,-1,-1,26,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
552,49,16,1,1,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,46,-1,-1,-1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0
554,34,15,1,1,5,1,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,1,2,0,0,3,4,4,0,0,1,2,2,0,0,2,1,1,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,1,2,2,0,0,0,0,0,0,0,6,6,3,-1,-1,31,51,49,-1,-1,2,1,1,0,0,0,0,0,0,0,0,0,0
555,31,16,1,1,0,4,3,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,1,2,0,0,2,4,4,0,0,2,2,1,0,0,2,1,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,1,1,1,0,0,2,2,2,0,0,2,2,2,0,0,2,3,1,0,0,0,0,0,0,0,6,4,4,-1,-1,32,50,32,-1,-1,1,1,4,0,0,0,0,0,0,0,0,0,0
556,45,14,2,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,-1,-1,-1,-1,29,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
559,34,14,1,2,3,4,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,3,6,3,5,6,57,56,34,27,37,1,1,1,5,5,0,0,0,0,0,0,0,0
560,30,15,2,2,1,1,4,0,0,0,0,0,0,2,2,1,0,3,1,0,2,0,0,1,2,2,2,0,2,2,2,2,0,1,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,1,1,1,0,2,2,2,2,0,2,2,2,2,0,1,1,2,2,0,0,0,0,0,0,7,5,6,6,-1,41,28,40,27,-1,1,1,1,1,0,0,0,0,0,0,0,0,0
561,19,13,2,2,1,1,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,1,1,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,1,0,0,2,2,2,0,0,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,2,4,4,-1,-1,19,23,19,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0
563,33,16,1,1,5,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,4,0,0,0,1,2,0,0,0,2,1,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,6,3,-1,-1,-1,24,98,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0
564,31,12,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,-1,-1,-1,-1,30,-1,-1,-1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0
566,38,13,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
567,30,16,2,2,3,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,2,0,0,0,2,2,0,0,0,2,1,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,6,6,-1,-1,-1,45,50,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0
568,50,20,1,1,0,1,6,0,0,0,0,0,0,2,2,3,3,1,2,3,3,3,1,2,1,1,1,2,4,4,2,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,0,0,0,0,0,6,7,7,3,3,40,37,38,43,76,4,1,1,4,1,0,0,0,0,0,0,0,0
569,24,16,1,1,6,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,4,0,0,0,1,2,0,0,0,2,1,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,2,0,0,0,2,1,0,0,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,6,5,-1,-1,-1,24,48,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0
572,44,14,1,1,4,1,3,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,2,1,1,0,0,4,4,4,0,0,1,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,1,1,0,0,2,2,2,0,0,1,2,2,0,0,0,0,0,0,0,6,7,7,-1,-1,56,51,50,-1,-1,5,5,5,0,0,0,0,0,0,0,0,0,0
577,33,7,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,36,-1,-1,-1,-1,8,0,0,0,0,0,0,0,0,0,0,0,0
579,27,9,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
580,45,11,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
582,49,16,1,1,7,1,3,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,1,1,0,0,4,4,4,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,1,2,0,0,1,1,1,0,0,2,2,2,0,0,2,2,2,0,0,2,1,2,0,0,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,3,2,8,-1,-1,45,29,53,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0
587,44,12,2,2,4,1,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,3,2,3,0,0,0,0,0,4,4,2,6,6,43,50,42,36,41,5,5,1,5,5,0,0,0,0,0,0,0,0
589,28,12,1,1,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,2,2,0,0,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,6,4,-1,-1,-1,32,31,-1,-1,-1,8,8,0,0,0,0,0,0,0,0,0,0,0
590,50,12,1,1,4,8,3,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,2,1,1,0,0,4,4,4,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,1,2,0,0,2,2,2,0,0,2,2,2,0,0,1,1,1,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,7,3,7,-1,-1,50,40,56,-1,-1,8,2,1,0,0,0,0,0,0,0,0,0,0
593,26,16,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
595,24,16,1,1,1,4,4,0,0,0,0,0,0,3,3,3,0,3,3,0,3,0,0,2,2,1,1,0,4,4,4,4,0,2,2,2,2,0,1,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,1,1,0,2,2,2,2,0,2,2,1,1,0,2,1,2,2,0,2,2,2,2,0,2,2,1,2,0,0,0,0,0,0,7,7,6,6,-1,50,30,25,25,-1,5,8,8,2,0,0,0,0,0,0,0,0,0
598,26,16,1,1,4,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,4,0,0,0,2,1,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,6,6,-1,-1,-1,57,61,-1,-1,-1,5,5,0,0,0,0,0,0,0,0,0,0,0
599,64,9,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,70,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
603,57,16,2,2,0,1,4,0,0,0,0,0,0,1,2,2,0,2,2,0,2,0,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,1,2,2,2,0,2,1,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,1,1,0,2,2,2,2,0,2,2,2,2,0,1,1,2,1,0,0,0,0,0,0,1,7,7,6,-1,82,59,51,55,-1,1,5,1,1,0,0,0,0,0,0,0,0,0
604,59,16,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,85,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
608,66,14,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,-1,-1,-1,-1,68,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
610,42,16,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
611,41,16,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,69,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0
615,37,16,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,34,-1,-1,-1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0
617,44,13,2,2,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,2,0,0,0,2,1,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,-1,-1,-1,43,66,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0
618,58,12,2,1,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,4,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,7,6,-1,-1,-1,57,27,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0
624,48,12,2,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,-1,-1,-1,-1,53,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0
627,50,12,2,1,6,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,23,-1,-1,-1,-1,5,0,0,0,0,0,0,0,0,0,0,0,0
629,54,16,2,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,-1,-1,-1,-1,54,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
630,35,13,2,1,6,2,5,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,2,1,2,2,1,3,4,4,3,4,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,6,6,8,3,4,46,55,52,63,36,2,2,1,2,1,0,0,0,0,0,0,0,0
631,38,14,2,1,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,-1,-1,-1,-1,37,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
635,45,16,2,1,6,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,4,6,-1,-1,-1,52,44,-1,-1,-1,2,1,0,0,0,0,0,0,0,0,0,0,0
636,43,18,2,2,0,1,4,0,0,0,0,0,0,2,1,1,0,3,3,0,2,0,0,1,1,2,2,0,2,4,2,2,0,1,2,2,2,0,2,2,2,2,0,2,2,2,1,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,1,2,0,2,1,2,2,0,2,2,2,2,0,1,1,4,1,0,0,0,0,0,0,6,3,6,3,-1,45,46,42,51,-1,1,2,2,2,0,0,0,0,0,0,0,0,0
637,51,16,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
638,45,16,1,1,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
639,40,18,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1,47,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
642,57,19,1,1,4,1,3,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,1,2,0,0,4,4,4,0,0,1,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,1,2,0,0,2,2,1,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,1,3,3,0,0,0,0,0,0,0,3,3,2,-1,-1,56,32,15,-1,-1,1,4,8,0,0,0,0,0,0,0,0,0,0
643,48,12,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
645,31,7,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
646,18,11,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
651,53,10,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
