GSSID,AGE,EDUC,SEX,RACE,PARTYID,RELIG,NUMGIVEN,EQCLOSE,RCLOSE1,RCLOSE2,RCLOSE3,RCLOSE4,RCLOSE5,CLOSE12,CLOSE13,CLOSE14,CLOSE15,CLOSE23,CLOSE24,CLOSE25,CLOSE34,CLOSE35,CLOSE45,SEX1,SEX2,SEX3,SEX4,SEX5,RACE1,RACE2,RACE3,RACE4,RACE5,SPOUSE1,SPOUSE2,SPOUSE3,SPOUSE4,SPOUSE5,PARENT1,PARENT2,PARENT3,PARENT4,PARENT5,SIBLING1,SIBLING2,SIBLING3,SIBLING4,SIBLING5,CHILD1,CHILD2,CHILD3,CHILD4,CHILD5,OTHFAM1,OTHFAM2,OTHFAM3,OTHFAM4,OTHFAM5,COWORK1,COWORK2,COWORK3,COWORK4,COWORK5,MEMGRP1,MEMGRP2,MEMGRP3,MEMGRP4,MEMGRP5,NEIGHBR1,NEIGHBR2,NEIGHBR3,NEIGHBR4,NEIGHBR5,FRIEND1,FRIEND2,FRIEND3,FRIEND4,FRIEND5,ADVISOR1,ADVISOR2,ADVISOR3,ADVISOR4,ADVISOR5,OTHER1,OTHER2,OTHER3,OTHER4,OTHER5,TALKTO1,TALKTO2,TALKTO3,TALKTO4,TALKTO5,KNOWN1,KNOWN2,KNOWN3,KNOWN4,KNOWN5,EDUC1,EDUC2,EDUC3,EDUC4,EDUC5,AGE1,AGE2,AGE3,AGE4,AGE5,RELIG1,RELIG2,RELIG3,RELIG4,RELIG5,PARTYID1,PARTYID2,PARTYID3,TALKPOL1,TALKPOL2,TALKPOL3,TALKPOL,FRNDKNOW
"1,167",47,15,2,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,169",65,18,1,1,5,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,4,0,0,0,2,1,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,3,7,-1,-1,-1,60,46,-1,-1,-1,2,1,0,0,0,0,0,0,0,0,0,0,0
"1,172",74,12,1,1,0,2,3,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,1,2,2,0,0,4,4,4,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,1,2,2,0,0,2,2,2,0,0,1,1,2,0,0,2,2,2,0,0,2,2,1,0,0,2,2,2,0,0,0,0,0,0,0,3,6,4,-1,-1,50,40,38,-1,-1,2,8,4,0,0,0,0,0,0,0,0,0,0
"1,173",51,15,2,1,2,2,3,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,2,2,2,0,0,4,4,4,0,0,2,2,2,0,0,2,2,2,0,0,2,2,1,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,1,1,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,1,0,0,0,0,0,0,0,3,4,3,-1,-1,50,50,60,-1,-1,1,2,2,0,0,0,0,0,0,0,0,0,0
"1,174",28,11,1,1,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,3,0,0,0,1,2,0,0,0,2,2,0,0,0,2,1,0,0,0,2,2,0,0,0,2,1,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,2,2,0,0,0,1,3,0,0,0,0,0,0,0,0,3,4,-1,-1,-1,30,33,-1,-1,-1,2,2,0,0,0,0,0,0,0,0,0,0,0
"1,176",73,12,2,2,2,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,2,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2,6,-1,-1,-1,76,52,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0
"1,177",60,13,1,2,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,2,0,0,0,2,2,0,0,0,2,1,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,3,-1,-1,-1,49,45,-1,-1,-1,8,8,0,0,0,0,0,0,0,0,0,0,0
"1,180",57,12,2,1,4,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,4,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2,3,-1,-1,-1,58,53,-1,-1,-1,2,1,0,0,0,0,0,0,0,0,0,0,0
"1,184",57,16,2,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,-1,-1,-1,-1,59,-1,-1,-1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0
"1,185",32,16,1,1,6,1,4,0,0,0,0,0,0,2,2,2,0,1,1,0,1,0,0,1,2,1,2,0,4,4,4,4,0,2,2,2,2,0,2,1,2,2,0,2,2,1,1,0,2,2,2,2,0,2,2,2,2,0,1,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,1,2,3,3,0,0,0,0,0,0,5,7,7,6,-1,39,71,31,36,-1,8,1,1,1,0,0,0,0,0,0,0,0,0
"1,188",22,14,1,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,189",63,12,2,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,-1,-1,-1,44,48,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0
"1,191",46,12,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,52,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1,193",18,12,2,1,5,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,4,0,0,0,2,2,0,0,0,1,2,0,0,0,2,1,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,4,6,-1,-1,-1,50,24,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0
"1,194",37,13,2,1,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,4,0,0,0,2,1,0,0,0,2,2,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,4,3,-1,-1,-1,34,36,-1,-1,-1,8,1,0,0,0,0,0,0,0,0,0,0,0
"1,195",37,18,1,1,6,1,3,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,1,1,2,0,0,4,4,4,0,0,2,2,1,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,1,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,1,2,2,0,0,2,1,1,0,0,0,0,0,0,0,3,7,6,-1,-1,67,32,35,-1,-1,4,8,4,0,0,0,0,0,0,0,0,0,0
"1,196",38,12,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,198",33,14,2,1,0,4,3,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,1,2,2,0,0,4,4,4,0,0,1,2,2,0,0,2,2,1,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,1,2,0,0,2,2,2,0,0,2,2,2,0,0,2,1,2,0,0,2,2,2,0,0,2,2,2,0,0,1,1,2,0,0,0,0,0,0,0,3,8,3,-1,-1,39,98,60,-1,-1,1,8,8,0,0,0,0,0,0,0,0,0,0
"1,201",47,14,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,202",34,14,2,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,4,0,0,0,1,2,0,0,0,2,1,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,3,4,-1,-1,-1,30,60,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0
"1,204",62,12,2,1,5,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,4,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,3,7,-1,-1,-1,65,53,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0
"1,205",58,12,2,1,1,1,5,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,4,4,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,3,2,1,0,0,0,0,0,3,3,3,3,3,47,38,35,27,26,1,1,1,1,1,0,0,0,0,0,0,0,0
"1,208",27,13,1,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,30,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1,217",24,16,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,220",74,12,2,1,3,1,5,0,0,0,0,0,0,1,1,2,2,3,1,2,2,2,1,2,1,2,2,2,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,3,2,2,0,0,0,0,0,2,4,4,5,5,69,53,41,63,57,1,1,1,1,1,0,0,0,0,0,0,0,0
"1,221",36,14,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,222",29,14,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,224",32,12,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,225",44,12,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,227",27,17,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,228",55,12,2,1,6,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,4,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,2,3,-1,-1,-1,56,55,-1,-1,-1,3,2,0,0,0,0,0,0,0,0,0,0,0
"1,230",59,12,1,1,5,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,0,0,0,2,1,0,0,0,2,2,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,3,4,-1,-1,-1,70,47,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0
"1,232",40,12,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,234",44,16,2,1,0,4,3,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,2,2,0,0,4,4,4,0,0,1,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,1,1,1,0,0,2,2,2,0,0,2,2,2,0,0,1,3,2,0,0,0,0,0,0,0,4,3,3,-1,-1,33,38,36,-1,-1,1,2,4,0,0,0,0,0,0,0,0,0,0
"1,235",46,16,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,237",20,13,2,1,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,4,0,0,0,2,2,0,0,0,2,1,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,4,6,-1,-1,-1,26,46,-1,-1,-1,4,2,0,0,0,0,0,0,0,0,0,0,0
"1,238",31,15,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,239",78,2,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,241",25,12,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,244",41,16,2,1,1,1,3,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,1,2,2,0,0,4,4,4,0,0,1,2,2,0,0,2,1,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,1,0,0,2,2,2,0,0,2,2,2,0,0,1,1,1,0,0,2,2,2,0,0,2,2,2,0,0,1,2,2,0,0,0,0,0,0,0,6,7,5,-1,-1,43,69,37,-1,-1,1,1,2,0,0,0,0,0,0,0,0,0,0
"1,246",48,12,2,1,6,1,5,0,0,0,0,0,0,1,1,1,3,1,1,2,1,3,3,1,1,2,2,2,4,4,4,4,4,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,0,0,0,0,0,2,3,3,3,3,69,49,51,49,52,1,1,1,1,4,0,0,0,0,0,0,0,0
"1,247",46,16,2,1,6,1,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,2,2,0,0,4,4,4,0,0,1,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,1,1,2,0,0,2,1,1,0,0,1,1,1,0,0,2,2,2,0,0,2,2,2,0,0,1,2,3,0,0,0,0,0,0,0,6,6,6,-1,-1,49,40,40,-1,-1,1,2,8,0,0,0,0,0,0,0,0,0,0
"1,252",32,16,2,1,5,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,2,0,0,0,2,1,0,0,0,1,1,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,6,6,-1,-1,-1,32,38,-1,-1,-1,1,5,0,0,0,0,0,0,0,0,0,0,0
"1,253",22,12,1,1,4,4,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,2,2,0,0,0,2,2,0,0,0,2,3,0,0,0,0,0,0,0,0,3,3,-1,-1,-1,98,24,-1,-1,-1,8,4,0,0,0,0,0,0,0,0,0,0,0
"1,256",36,18,1,1,6,2,4,0,0,0,0,0,0,1,3,3,0,3,3,0,2,0,0,2,1,1,1,0,4,4,4,4,0,2,2,2,2,0,2,2,2,2,0,1,1,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,1,1,0,2,2,2,2,0,2,2,2,2,0,1,1,2,1,0,1,1,1,2,0,2,2,2,2,0,3,3,2,2,0,0,0,0,0,0,6,4,7,3,-1,39,34,49,46,-1,2,2,8,8,0,0,0,0,0,0,0,0,0
"1,258",55,16,1,1,5,4,3,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,1,1,2,0,0,4,4,4,0,0,2,2,1,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,1,2,0,0,2,2,2,0,0,2,2,2,0,0,1,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,1,0,0,0,0,0,0,0,6,8,5,-1,-1,55,45,52,-1,-1,8,8,2,0,0,0,0,0,0,0,0,0,0
"1,259",46,14,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,261",31,15,2,1,3,4,6,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,4,4,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,3,0,0,0,0,0,4,6,6,7,6,30,31,31,31,31,2,2,2,2,2,0,0,0,0,0,0,0,0
"1,262",78,17,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,264",62,12,2,1,5,1,3,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,2,2,1,0,0,4,4,4,0,0,2,2,2,0,0,2,2,2,0,0,1,2,2,0,0,2,1,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,1,2,1,0,0,2,1,2,0,0,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,2,3,2,-1,-1,59,38,64,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0
"1,268",38,12,2,1,3,4,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,-1,-1,-1,30,39,-1,-1,-1,4,4,0,0,0,0,0,0,0,0,0,0,0
